fsq_id,categories,chains,closed_bucket,distance,link,name,timezone,source,latitude,longitude,geocodes.drop_off.latitude,geocodes.drop_off.longitude,geocodes.main.latitude,geocodes.main.longitude,geocodes.roof.latitude,geocodes.roof.longitude,location.address,location.country,location.cross_street,location.formatted_address,location.locality,location.postcode,location.region,location.address_extended,related_places.children,related_places.parent.fsq_id,related_places.parent.categories,related_places.parent.name
d66fbfabf2c245aba6be4cc8,"[{'id': 11093, 'name': 'Mover', 'short_name': 'Mover', 'plural_name': 'Movers', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/default_', 'suffix': '.png'}}]",[],LikelyOpen,427,/v3/places/d66fbfabf2c245aba6be4cc8,Point Zero Movers,America/Toronto,Foursquare,43.653236,-79.376716,,,43.65002,-79.379641,43.65002,-79.379641,215 Toryork Dr,CA,,"215 Toryork Dr, Toronto ON M9L 1Y2",Toronto,M9L 1Y2,ON,,,,,
5029672be4b0bc798c5d2af3,"[{'id': 11124, 'name': 'Office', 'short_name': 'Office', 'plural_name': 'Offices', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/default_', 'suffix': '.png'}}]",[],LikelyClosed,562,/v3/places/5029672be4b0bc798c5d2af3,Shoal Point Energy,America/Toronto,Foursquare,43.653236,-79.376716,,,43.651065,-79.383033,43.651065,-79.383033,65 Queen St W,CA,,"65 Queen St W, Toronto ON M5H 2M5",Toronto,M5H 2M5,ON,Suite 501,,,,
56afb8cd498ea29f6326c0d2,"[{'id': 17057, 'name': 'Food and Beverage Retail', 'short_name': 'Food & Beverage', 'plural_name': 'Food and Beverage Retail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/foodanddrink_', 'suffix': '.png'}}]",[],Unsure,655,/v3/places/56afb8cd498ea29f6326c0d2,Melia Point of Sales,America/Toronto,Foursquare,43.653236,-79.376716,,,43.648637,-79.371614,43.648637,-79.371614,93 Front St E,CA,,"93 Front St E, Toronto ON M5E 1C3",Toronto,M5E 1C3,ON,,,4c8102a1d8086dcb21866852,"[{'id': 17061, 'name': 'Cheese Store', 'short_name': 'Cheese Store', 'plural_name': 'Cheese Stores', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_cheese_', 'suffix': '.png'}}, {'id': 13039, 'name': 'Deli', 'short_name': 'Deli', 'plural_name': 'Delis', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}}]",Scheffler's Delicatessen
ecaed99993ff4c03afcdd440,"[{'id': 11064, 'name': 'Hair Salon', 'short_name': 'Hair Salon', 'plural_name': 'Hair Salons', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/salon_barber_', 'suffix': '.png'}}]",[],LikelyClosed,691,/v3/places/ecaed99993ff4c03afcdd440,Hair Point Salon,America/Toronto,Foursquare,43.653236,-79.376716,,,43.658088,-79.371339,43.658088,-79.371339,236 Sherbourne St,CA,,"236 Sherbourne St, Toronto ON M5A 2R7",Toronto,M5A 2R7,ON,,,,,
a03342634efb387e61e6d3a0,[],[],VeryLikelyOpen,729,/v3/places/a03342634efb387e61e6d3a0,UPS Access Point location,America/Toronto,Foursquare,43.653236,-79.376716,,,43.648561,-79.37034,43.648561,-79.37034,140 the Esplanade,CA,,"140 the Esplanade, Toronto ON M5A 4P5",Toronto,M5A 4P5,ON,# 4,,,,
56afc501498e1e5a1cb3e91b,"[{'id': 17057, 'name': 'Food and Beverage Retail', 'short_name': 'Food & Beverage', 'plural_name': 'Food and Beverage Retail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/foodanddrink_', 'suffix': '.png'}}]",[],Unsure,734,/v3/places/56afc501498e1e5a1cb3e91b,Melia Point of Sales,America/Toronto,Foursquare,43.653236,-79.376716,,,43.6469,-79.379331,43.6469,-79.379331,200 Bay St,CA,,"200 Bay St, Toronto ON M5J 2J3",Toronto,M5J 2J3,ON,,,,,
4c051b38f423a5934277d216,"[{'id': 11124, 'name': 'Office', 'short_name': 'Office', 'plural_name': 'Offices', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/default_', 'suffix': '.png'}}, {'id': 10000, 'name': 'Arts and Entertainment', 'short_name': 'Arts & Entertainment', 'plural_name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}]",[],LikelyClosed,938,/v3/places/4c051b38f423a5934277d216,Peace Point Entertainment Group,America/Toronto,Foursquare,43.653236,-79.376716,43.653234,-79.364856,43.653155,-79.365039,43.653155,-79.365039,78 Berkeley St,CA,,"78 Berkeley St, Toronto ON M5A 2W7",Toronto,M5A 2W7,ON,,,,,
bd0cc7d040fb4798f511e8e1,"[{'id': 11054, 'name': 'Loans Agency', 'short_name': 'Loans Agency', 'plural_name': 'Loans Agencies', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/default_', 'suffix': '.png'}}]",[],VeryLikelyClosed,1017,/v3/places/bd0cc7d040fb4798f511e8e1,Compass Point Realty Corp,America/Toronto,Foursquare,43.653236,-79.376716,,,43.646725,-79.385614,43.646725,-79.385614,73 Simcoe St,CA,,"73 Simcoe St, Toronto ON M5J 1W9",Toronto,M5J 1W9,ON,,,,,
5933be4759127644bde6622d,[],[],VeryLikelyOpen,1110,/v3/places/5933be4759127644bde6622d,UPS Access Point location,America/Toronto,Foursquare,43.653236,-79.376716,,,43.654232,-79.390456,43.654232,-79.390456,275 Dundas St W,CA,,"275 Dundas St W, Toronto ON M5T 3K1",Toronto,M5T 3K1,ON,,,,,
439a336311ec4d769348c157,"[{'id': 11000, 'name': 'Business and Professional Services', 'short_name': 'Business and Professional Services', 'plural_name': 'Business and Professional Services', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/default_', 'suffix': '.png'}}]",[],Unsure,1160,/v3/places/439a336311ec4d769348c157,Pitch Point Solution Inc,America/Toronto,Foursquare,43.653236,-79.376716,,,43.647033,-79.388327,43.647033,-79.388327,276 King St W,CA,,"276 King St W, Toronto ON M5V 1J2",Toronto,M5V 1J2,ON,Suite 302,,,,
4c4dd854038c98b9030ba92a,[],[],VeryLikelyOpen,1345,/v3/places/4c4dd854038c98b9030ba92a,UPS Access Point location,America/Toronto,Foursquare,43.653236,-79.376716,43.663651,-79.367713,43.663553,-79.367953,43.663553,-79.367953,450 Parliament St,CA,,"450 Parliament St, Toronto ON M5A 3A2",Toronto,M5A 3A2,ON,,,,,
4e43d390628485fd4c5808d7,"[{'id': 12091, 'name': 'Public and Social Service', 'short_name': 'Public and Social Service', 'plural_name': 'Public and Social Services', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/default_', 'suffix': '.png'}}]",[],LikelyOpen,1419,/v3/places/4e43d390628485fd4c5808d7,Turning Point Youth Svc,America/Toronto,Foursquare,43.653236,-79.376716,,,43.665878,-79.379265,43.665878,-79.379265,95 Wellesley St E,CA,,"95 Wellesley St E, Toronto ON M4Y 2X9",Toronto,M4Y 2X9,ON,,,,,
22a4a8e0f0c2435f7d132fce,"[{'id': 12082, 'name': 'Organization', 'short_name': 'Organization', 'plural_name': 'Organizations', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/default_', 'suffix': '.png'}}]",[],LikelyClosed,1496,/v3/places/22a4a8e0f0c2435f7d132fce,Canada's National Interest Council,America/Toronto,Foursquare,43.653236,-79.376716,,,43.655868,-79.394971,43.655868,-79.394971,50 Baldwin St,CA,,"50 Baldwin St, Toronto ON M5T 1L4",Toronto,M5T 1L4,ON,,,,,
